10/06/2025,DONIZETE DE SOUZA NEVES,09:11:20,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:05,"0,05",5,09:11:25,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:13,00:02:00
10/06/2025,DONIZETE DE SOUZA NEVES,09:13:25,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",00:03:25,"1,37",34,09:16:50,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 10:26,01:10:00
Totais,,,,02:49:28,"107,67",,,,,,,03:16:19
Médias,,,,00:42:22,"26,92",,,,,,,00:49:04
Descrição do ativo,,Teodoro|11111|Viaggio|SCH-7D38  - DVR,,,,,,,,,,
Número de registro,,SCH7D38,,,,,,,,,,
ID do ativo,,67,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,CLARICE FIRMINO DOS ANJOS,06:07:21,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",01:06:28,"27,60",77,07:13:49,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:43,00:29:22
10/06/2025,CLARICE FIRMINO DOS ANJOS,07:43:11,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",01:03:35,"28,90",78,08:46:46,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 14:25,05:38:41
Totais,,,,02:10:03,"56,50",,,,,,,06:08:03
Médias,,,,01:05:01,"28,25",,,,,,,03:04:01
Descrição do ativo,,Teodoro|11111|Viaggio|SCH-7D48 - DVR,,,,,,,,,,
Número de registro,,SCH7D48,,,,,,,,,,
ID do ativo,,66,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,ELOANA DE OLIVEIRA,06:10:13,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:17,"0,20",18,06:11:30,"Rua Tiradentes, 2, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:13,00:02:18
10/06/2025,ELOANA DE OLIVEIRA,06:13:48,"Avenida Cuiabá, 258, Teodoro Sampaio - SP, 19280-000, Brasil",01:02:11,"29,00",76,07:15:59,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 10:58,03:42:47
Totais,,,,01:03:28,"29,20",,,,,,,03:45:05
Médias,,,,00:31:44,"14,60",,,,,,,01:52:32
Descrição do ativo,,Teodoro|12117|RLL-9I58 - DVR,,,,,,,,,,
Número de registro,,RLL9I58,,,,,,,,,,
ID do ativo,,32,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,VALDECIR PELEGRINO PINHEIRO,04:37:22,"Rua Fortaleza, 29, Presidente Venceslau - SP, 19400-000, Brasil",02:04:31,"88,10",79,06:41:53,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:11,00:29:18
10/06/2025,VALDECIR PELEGRINO PINHEIRO,07:11:11,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",02:00:20,"88,90",78,09:11:31,"Rua Fortaleza, 68, Presidente Venceslau - SP, 19400-000, Brasil",,,10/06/2025 09:13,00:02:14
10/06/2025,VALDECIR PELEGRINO PINHEIRO,09:13:45,"Rua Fortaleza, 68, Presidente Venceslau - SP, 19400-000, Brasil",00:00:04,"0,00",5,09:13:49,"Rua Fortaleza, 29, Presidente Venceslau - SP, 19400-000, Brasil",,,10/06/2025 09:20,00:06:15
10/06/2025,VALDECIR PELEGRINO PINHEIRO,09:20:04,"Rua Fortaleza, 68, Presidente Venceslau - SP, 19400-000, Brasil",00:00:28,"0,00",6,09:20:32,"Rua Fortaleza, 68, Presidente Venceslau - SP, 19400-000, Brasil",,,10/06/2025 13:12,03:52:11
Totais,,,,04:05:23,"177,00",,,,,,,04:29:58
Médias,,,,01:01:20,"44,25",,,,,,,01:07:29
Descrição do ativo,,Teodoro|12118 I RLL-9I78 - DVR,,,,,,,,,,
Número de registro,,RLL9I78,,,,,,,,,,
ID do ativo,,30,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,JULIANO ARTHUR CUNHA,05:29:15,"Avenida Euclides da Cunha, Euclides da Cunha Paulista - SP, 19275-000, Brasil",01:44:15,"74,90",79,07:13:30,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:19,00:05:36
10/06/2025,JULIANO ARTHUR CUNHA,07:19:06,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:26,"0,10",14,07:20:32,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:43,00:23:13
10/06/2025,ELOANA DE OLIVEIRA,07:43:45,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:55:17,"26,60",75,08:39:02,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:44,00:05:57
10/06/2025,ELOANA DE OLIVEIRA,08:44:59,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:04,"0,00",6,08:45:03,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:51,00:06:35
10/06/2025,ELOANA DE OLIVEIRA,08:51:38,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:49,"0,10",10,08:52:27,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:20,00:27:35
10/06/2025,ELOANA DE OLIVEIRA,09:20:02,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:42,"0,10",14,09:20:44,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 14:27,05:06:48
Totais,,,,02:42:33,"101,80",,,,,,,06:15:44
Médias,,,,00:27:05,"16,97",,,,,,,01:02:37
Descrição do ativo,,Teodoro|12119|Viaggio|RLL-1G78 - DVR,,,,,,,,,,
Número de registro,,RLL1G78,,,,,,,,,,
ID do ativo,,29,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Marielk de Andrade,06:09:46,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:08:07,"1,70",36,06:17:53,"Rua José Maria Lopes, 775, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:21,00:03:25
10/06/2025,Marielk de Andrade,06:21:18,"Rua José Maria Lopes, 812, Teodoro Sampaio - SP, 19280-000, Brasil",00:53:39,"27,00",78,07:14:57,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:18,00:03:08
10/06/2025,Marielk de Andrade,07:18:05,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:23,"0,20",16,07:19:28,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 16:04,08:44:56
Totais,,,,01:03:09,"28,90",,,,,,,08:51:29
Médias,,,,00:21:03,"9,63",,,,,,,02:57:09
Descrição do ativo,,Teodoro|1407|MLU- 9A46 - DVR,,,,,,,,,,
Número de registro,,MLU9A46,,,,,,,,,,
ID do ativo,,2010,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,GILSON FORTUNATO DA SILVA,05:36:13,"Rua Doutor Carlos Helbis, 530, Mirante do Paranapanema - SP, 19260-000, Brasil",01:29:16,"68,70",79,07:05:29,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:41,00:36:07
10/06/2025,GILSON FORTUNATO DA SILVA,07:41:36,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",01:32:52,"69,60",79,09:14:28,"Avenida Dr. José da Costa Machado, 682, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 09:25,00:11:04
10/06/2025,GILSON FORTUNATO DA SILVA,09:25:32,"Estrada Spv-029, 679, Mirante do Paranapanema - SP, 19260-000, Brasil",00:00:02,"0,00",5,09:25:34,"Estrada Spv-029, 674, Costa Machado, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 09:39,00:13:57
10/06/2025,GILSON FORTUNATO DA SILVA,09:39:31,"Avenida Dr. José da Costa Machado, 668, Costa Machado, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:25,"0,30",24,09:40:56,"Rua Carlito Cubtiza, 573, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 13:56,04:15:35
Totais,,,,03:03:35,"138,60",,,,,,,05:16:43
Médias,,,,00:45:53,"34,65",,,,,,,01:19:10
Descrição do ativo,,Teodoro|2408|idealle|SDA-6A83 - DVR,,,,,,,,,,
Número de registro,,SDA6A83,,,,,,,,,,
ID do ativo,,78,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,LUCIANA SANTOS DA SILVA,05:28:02,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:48:25,"26,18",77,06:16:27,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:20,00:04:08
10/06/2025,LUCIANA SANTOS DA SILVA,06:20:35,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:02:15,"0,82",30,06:22:50,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:33,00:10:25
10/06/2025,LUCIANA SANTOS DA SILVA,06:33:15,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:21:07,"13,95",49,06:54:22,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:58,00:03:43
10/06/2025,LUCIANA SANTOS DA SILVA,06:58:05,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",00:25:10,"16,28",49,07:23:15,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:26,00:03:15
10/06/2025,LUCIANA SANTOS DA SILVA,07:26:30,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:40:42,"25,24",76,08:07:12,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:38,00:31:33
10/06/2025,LUCIANA SANTOS DA SILVA,08:38:45,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:44,"0,10",9,08:39:29,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:52,00:13:12
10/06/2025,João Guedes Gonçalves manutenção.,08:52:41,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:41,"0,13",12,08:53:22,"Avenida Cuiabá, 79, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:55,00:02:08
10/06/2025,João Guedes Gonçalves manutenção.,08:55:30,"Avenida Cuiabá, 79, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:06,"0,13",11,08:56:36,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:08,00:12:04
10/06/2025,João Guedes Gonçalves manutenção.,09:08:40,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:24,"0,20",11,09:10:04,"Avenida Cuiabá, 110, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 12:47,03:37:27
Totais,,,,02:21:34,"83,03",,,,,,,04:57:55
Médias,,,,00:15:43,"9,23",,,,,,,00:33:06
Descrição do ativo,,Teodoro|Ideale |SDA-4H73 - DVR,,,,,,,,,,
Número de registro,,SDA4H73,,,,,,,,,,
ID do ativo,,79,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Viviane Rosa Leme novo,05:37:46,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:45,"0,10",9,05:38:31,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 05:42,00:04:10
10/06/2025,Viviane Rosa Leme novo,05:42:41,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:07:23,"2,50",36,05:50:04,"Rua Um, 19, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 05:59,00:09:45
10/06/2025,Viviane Rosa Leme novo,05:59:49,"Rua Um, 19, Teodoro Sampaio - SP, 19280-000, Brasil",00:38:20,"16,70",58,06:38:09,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:39,00:01:01
10/06/2025,Viviane Rosa Leme novo,06:39:10,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:17,"0,50",36,06:40:27,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:59,00:18:46
10/06/2025,Viviane Rosa Leme novo,06:59:13,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",00:25:47,"14,10",58,07:25:00,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 07:41,00:16:24
10/06/2025,Viviane Rosa Leme novo,07:41:24,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:42,"0,00",9,07:42:06,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:50,01:07:58
10/06/2025,Unknown,08:50:04,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:20,"0,10",11,08:51:24,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:28,00:36:54
10/06/2025,Unknown,09:28:18,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:49,"0,10",10,09:29:07,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 14:03,04:33:59
Totais,,,,01:16:23,"34,10",,,,,,,07:08:57
Médias,,,,00:09:32,"4,26",,,,,,,00:53:37
Descrição do ativo,,Teodoro|MASCA |SDD1A12 - DVR,,,,,,,,,,
Número de registro,,SDD1A12,,,,,,,,,,
ID do ativo,,83,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:15:03,"Rua Kamesque Kamashiro, 301, Presidente Venceslau - SP, 19400-000, Brasil",01:45:18,"82,20",80,07:00:21,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 16:15,09:15:09
Totais,,,,01:45:18,"82,20",,,,,,,09:15:09
Médias,,,,01:45:18,"82,20",,,,,,,09:15:09
Descrição do ativo,,Teodoro|Micro VW|CUF-5J46 - DVR,,,,,,,,,,
Número de registro,,CUF5J46,,,,,,,,,,
ID do ativo,,45,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:05:36,"Rodovia Arlindo Bettio, Teodoro Sampaio - SP, 19280-000, Brasil",01:52:24,"85,07",76,06:58:00,"Estrada Spv-030, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 07:08,00:10:03
10/06/2025,Unknown,07:08:03,"Estrada Spv-030, Teodoro Sampaio - SP, 19280-000, Brasil",00:46:44,"37,89",59,07:54:47,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 07:57,00:02:51
10/06/2025,Unknown,07:57:38,"Estrada Spv-024, Teodoro Sampaio - SP, 19280-000, Brasil",00:58:37,"51,35",78,08:56:15,"Rodovia Arlindo Bettio, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:03,00:06:57
10/06/2025,Unknown,09:03:12,"Rodovia Arlindo Bettio, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:18,"0,08",21,09:03:30,"Rodovia Arlindo Bettio, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:15,00:11:49
10/06/2025,Unknown,09:15:19,"Rodovia Arlindo Bettio, Teodoro Sampaio - SP, 19280-000, Brasil",00:09:07,"5,26",72,09:24:26,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:39,00:15:09
10/06/2025,Unknown,09:39:35,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:27,"0,08",10,09:40:02,"Avenida Cuiabá, 110, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 12:03,02:23:17
Totais,,,,03:47:37,"179,73",,,,,,,03:10:06
Médias,,,,00:37:56,"29,96",,,,,,,00:31:41
Descrição do ativo,,Teodoro|Micro VW|FYS6E06 - DVR,,,,,,,,,,
Número de registro,,FYS6E06,,,,,,,,,,
ID do ativo,,51,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Gilvando dos Santos Siva,05:09:25,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",01:46:03,"73,42",78,06:55:28,"Estrada Spv-035, Presidente Epitácio - SP, 19470-000, Brasil",,,10/06/2025 07:16,00:21:14
10/06/2025,Gilvando dos Santos Siva,07:16:42,"Estrada Spv-035, Presidente Epitácio - SP, 19470-000, Brasil",01:35:59,"72,75",78,08:52:41,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 09:11,00:18:40
10/06/2025,Gilvando dos Santos Siva,09:11:21,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",00:00:54,"0,16",19,09:12:15,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 12:59,03:47:39
Totais,,,,03:22:56,"146,34",,,,,,,04:27:33
Médias,,,,01:07:38,"48,78",,,,,,,01:29:11
Descrição do ativo,,Teodoro|Micro VW|GFY6D46 - DVR,,,,,,,,,,
Número de registro,,GFY6D46,,,,,,,,,,
ID do ativo,,52,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,DOMINGOS DA SILVA,05:19:16,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",00:49:51,"33,58",79,06:09:07,"Rua Dezesseis, 285, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:13,00:04:19
10/06/2025,DOMINGOS DA SILVA,06:13:26,"Rua Dezesseis, 285, Mirante do Paranapanema - SP, 19260-000, Brasil",00:21:46,"13,32",58,06:35:12,"Estrada Spv-030, Marabá Paulista - SP, 19430-000, Brasil",,,10/06/2025 06:38,00:03:00
10/06/2025,DOMINGOS DA SILVA,06:38:12,"Estrada Spv-030, Marabá Paulista - SP, 19430-000, Brasil",00:25:18,"16,34",50,07:03:30,"Estrada Spv-32, Marabá Paulista - SP, 19430-000, Brasil",,,10/06/2025 07:11,00:08:05
10/06/2025,DOMINGOS DA SILVA,07:11:35,"Estrada Spv-32, Marabá Paulista - SP, 19430-000, Brasil",01:33:38,"80,68",78,08:45:13,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 08:57,00:12:41
10/06/2025,DOMINGOS DA SILVA,08:57:54,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",00:38:30,"41,88",78,09:36:24,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 10:32,00:55:37
Totais,,,,03:49:03,"185,80",,,,,,,01:23:42
Médias,,,,00:45:48,"37,16",,,,,,,00:16:44
Descrição do ativo,,Teodoro|Micro VW|GJA3E86 - DVR,,,,,,,,,,
Número de registro,,GJA3E86,,,,,,,,,,
ID do ativo,,63,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:50:21,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:27:52,"6,91",32,06:18:13,"Rua Salvador Moreno Munhoz, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:31,00:13:18
10/06/2025,Unknown,06:31:31,"Rua Salvador Moreno Munhoz, Teodoro Sampaio - SP, 19280-000, Brasil",00:13:40,"9,08",78,06:45:11,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:47,00:02:40
